sender,amount0,amount1,block
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,194646205077356400856,10999999999999999999,10876347
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19029013953000618977,1039393088814446761,10876601
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,91000000000000000000,4349789179875744551,10881446
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,31300520287140736265,1500000000000000000,10881483
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25000000000000000000,1279676051718671510,10881552
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25074705347555312016,1246740940581977130,10882953
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,174366078107276126141,8611143589076529931,10883262
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,76956670093330085855,3776622032084245580,10884921
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16639757647741951601,792175609553204859,10886247
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,135705399060927778580,6502991013913569697,10886303
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5952915636494548236,285586805959867214,10886309
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30000000000000000000,1438953758897145616,10886356
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11920852256282926741893,563941987745776032215,10886698
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16150779354851674657,799999999999999999,10887485
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,203687509075751543410,9955676460377568951,10887613
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,42386137047007656205,2063366127234546894,10887694
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,28579528738198975741,1410198931362522605,10887908
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,56788352816486498041,2849999999999999999,10888320
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,103754407125085423875,5273886296071014450,10888392
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,46387344750215976311,2419948128064772939,10888725
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1014884640214788301141,53595422564686029142,10888843
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,181812752849396397914,9453590325007611512,10889202
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5214006547947998890,271109045343136827,10889205
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,69687373688680853414,3624130431296292093,10889294
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5000000000000000000,258335317768313212,10890723
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7071049007438331817,373087686205622758,10891610
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,55427930069336529048,3006841056505408416,10891989
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9217418969591682672,500000000000000000,10892021
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1997975451272124305,106560720029305084,10892625
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13947400654703242954,751834133404481035,10892843
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11229365190201937256,611836810821865819,10893036
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,65353902053399484890,3610216001182669148,10893097
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18052386776363001093,1009668744611013272,10893332
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,146523038088203596330,8164830315675517414,10893336
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,60793279580587770490,3399999999999999999,10893385
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4996787927239010052,288779214553419465,10893768
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6895348087439978904,392791130793319077,10894128
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13748722662657544769,930125475767225990,10895138
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6619594195707766016,448976861753975859,10895161
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7358461882691214252,502474978782192380,10895181
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,68764729253149735248,4999093041018014899,10895233
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,67899073511944011939,4900000000000000000,10895324
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,37184607675128210051,2699999999999999999,10895326
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,37066964760313402453,2849899627773781464,10895407
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,200674982659303248628,15076821283462392374,10895528
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2010309108875682575,149328001163808414,10895632
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13445204353970284437,973416395452173275,10895716
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14916648872841359281,1072838096442515415,10895786
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4825679830035252667,321559443994654247,10896193
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,242487679351596910180,15811582967804377968,10896240
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,35617431060000000000,2372795546189424285,10896561
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3649678799821614148,249265297424095151,10896939
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16330160771228528578,1118291956085211444,10896977
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1385030612923206910,10897157
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,29962519515079807379,2066966613435813279,10897194
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10826499388538977193,749999999999999999,10897247
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4000000000000000000,271922832891427500,10897438
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,22587215048031827239,1497761290713511280,10898792
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5945979507925875363,399014141986869501,10898924
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16945886598156555198,1137179903186192038,10898927
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7351335526721828059,497782317211790078,10899015
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,147495672047624370871,10079664793669585544,10899154
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,99700061331876128833,6864052700737217187,10899216
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1325565198818570228,10899281
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30170909887075369284,1999999999999999999,10899352
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,41408434015235512780,2600000000000000000,10899709
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9173500611461022807,573604841302598959,10899713
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,35952160867163130208,2255871866106097697,10899951
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,187929615238608190731,11999999999999999999,10900084
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,118151461030061465968,7999999999999999999,10900260
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50155705090168842333,2999999999999999999,10900398
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15811675818248910702,998353492038009395,10900793
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14992575818393219336,947104061119601471,10900797
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,85688428089086277951,5410560212744475394,10900810
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,42273446940865967998,2684799209472529107,10900814
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,149582041190010208930,9499999999999999999,10900815
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,109060385853189463249,7000000000000000000,10900852
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,76617480231994646245,4892148246058205600,10900998
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1265466016589215082,10901064
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100000000000000000000,6328134591412891562,10901083
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3061223222117354365,194127729560139535,10901104
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3123096420247346925,199999999999999999,10901351
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2499380526791249484,160921794425084183,10901451
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7988496066825755351,518469033023081841,10901709
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16951627424400369881,1095203361630294248,10902009
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5187744343424898142,348376703679643144,10902985
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6994384179029400935,468424772551530472,10903057
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24967538640539229191,1669808652134749503,10903121
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,51513734947875860969,3340658717908099257,10903327
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,262343828173296536362,16908121475944294011,10903530
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15000000000000000000,957234838233144850,10903802
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21737897189036690307,1398456702652025578,10904168
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14398770300954323279,899999999999999999,10904515
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3277684142506567528,205813177906360771,10904602
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,194787344746865103869,10986080345072527872,10905945
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1139608275349768310,10905993
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2781695449116698040,156460000000000000,10906291
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,65271330823671232737,3686795596644650518,10906294
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,180325479246251152684,10149620346822546763,10906533
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,26119390491399626580,1499999999999999999,10907336
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13500000000000000000,837256032879746953,10907799
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3199127756137847268,200000000000000000,10908076
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15847753425901945627,999999999999999999,10908205
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,70395146078135818244,4499999999999999999,10908318
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30840201295543045775,2000000000000000000,10908535
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,98418584617183604693,6657874166596510128,10908574
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9991808480147128034,664205651109403530,10908716
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14660513146233662126,1000000000000000000,10908824
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10686881364375929928,722504556280988247,10908875
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,27932466342487679194,1887329500215672484,10908889
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19215751112633228944,1308432552488853590,10908906
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,75837744917632253401,5169378067717211722,10908909
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14523576195193584298,974579011677956135,10908937
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1495769952775462845802,98741957884320218904,10909045
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2042326780457798657,137337883801261831,10909144
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,22294520588146682208,1507224956613793703,10909167
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3176000000000000000,218447654511178502,10909360
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,58469166253012165352,4000000000000000000,10909855
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,204248628149056634738,14170871994586733935,10910044
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,200000000000000000000,13826246275253252371,10910160
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,42139419087682705597,2880724589063267752,10910245
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7294633344009662816,497780360433634838,10910396
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17112642628260354323,1185513946812503116,10910623
0xD291328a6c202c5B18dCB24f279f69dE1E065f70,42913584373096036712,2993061366062778891,10910729
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,61009312947749220203,3945758943425138168,10911258
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,31488462570885108653,1991208920117434418,10911513
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14130209436770328234,846349614940110635,10912795
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,90647801835559137875,5546769917801215477,10913109
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,325516594651678034712,20000000000000000000,10913323
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,39696252589673584593,2556016038225703784,10913594
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,224465571708577247748,14662082467645737416,10913811
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10000000000000000000,653553376151890883,10913903
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17000000000000000000,1110085036487530882,10913989
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,27633673082689569734,1799999999999999999,10914106
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7669223148964700660,497780686046296679,10914175
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7667423084715022495,497780679109544445,10914175
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,999642504524716774,64922616755349576,10914222
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,171866988857580384524,11477088088716340468,10914556
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4979326915538727377,333946029700895115,10914573
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3983461532430981902,267156823760716092,10914576
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,12043898287846562620,812235469086282782,10914682
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,69998727810009523493,4808140371935627370,10914861
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21502044926462218311,1489965803322416160,10914969
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21334564444460690256,1490576742720280086,10915043
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40134777083497035447,2749157489801962210,10915306
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14342808134351991684,997224935955097168,10915462
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50000000000000000000,3480015882376306468,10915792
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14971506520630624154,1014705723108573397,10916351
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,85345051060181544122,5676581326237265629,10916627
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1519444011617595184785,96640860176288344969,10917652
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,132199001015451485959,8298221816450464328,10918264
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1260391673400258681,10918325
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10651945280295570908,672016991604414587,10918371
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,260027000000000000000,16265631094344659540,10918407
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19000000000000000000,1183856660635884165,10918511
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6402733137303213174,417421730716365271,10919688
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,76005551071664245854,5012459964201218271,10919813
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100002360695610647141,6591393684300943760,10919946
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15576329569404583657,997237775715236204,10921719
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4414508283723516137,269144587358797175,10922050
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25134408038900695453,1696149191093770299,10922580
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7494307376620500901,499394680160270169,10922822
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3555126794503262200,229999999999999999,10923190
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6120873205496737800,396170835333853769,10923246
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,32441274105320656285,2072769978844625247,10923541
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1320974223802907918,10924733
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,211668680565701653322,13999999999999999999,10925032
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,152292581898732538912,9999999999999999999,10925173
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,38969731741860192055,2507173280475774473,10926001
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000796906803895318,1288233935653067030,10926209
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10000000000000000000,652095240328410164,10926778
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,27492342169914730625,1800000000000000000,10926788
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,313846516983946460820,19999999999999999999,10927025
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20449401781894169357,1299999999999999999,10927236
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4379267909583588391,279999999999999999,10927756
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9072168641175983260,582559439381987576,10927790
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,81891578024355336555,5534400861802027051,10928095
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,72000000000000000000,4876741664316239539,10928185
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,23000000000000000000,1685375013753538453,10928397
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4274386016013334181414,299182696668252635587,10928480
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30260106841719107882,2088358261843322581,10928602
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10892941127383805080,774602924635959297,10928714
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,44775435339195518423,3184287214388046085,10928726
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100885441073655889867,7362233098983789021,10928830
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40238563409577998436,2964013051159349540,10928884
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14992240337074782538,1078825069136510435,10929176
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1050000000000000000,75923343102661369,10929207
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4000000000000000000,298942198773219540,10929361
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,266657529330508279938,19960449111965278833,10929561
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,228272455507294941683,17415671922387916627,10929895
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4000000000000000000,295471954985737051,10929992
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8249747070527883168435,505704574613820031110,10930431
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10459644769006174591,702122718520607879,10930535
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14878015720610049224,1031262720036488063,10930889
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,243293168668901092184,17026259039572952174,10930989
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7123793148791618087,497923764229456922,10931052
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15199778400739917030,1059986172439747186,10931235
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10038000000000000000,700019494917914455,10931245
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21891932675625723456,1521262511984332902,10931281
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50494776642734854305,3436046934502674969,10931509
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14886516631718596619,1000000000000000000,10931859
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8657635905681965514,588299614974787033,10932186
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,33132552205211428683,2267358863528431908,10932380
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,23083853213906997898,1583276149114551719,10932391
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,59455122417373609455,4084270685750728492,10932394
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,64771235832609543510,4444713919916707704,10932518
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,43615172997745769339,3000754620471160784,10932535
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,110585573530333660132,7632333184731855907,10932560
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8907483327324564315,618815032032277731,10932707
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,51530064833914102824,3503666751272212618,10932791
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,175321093071043878146,11973150334441643309,10932818
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,117732536625310033310,8040272482779819920,10932826
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,109386048456648479853,7328231637727137464,10932968
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4992035652423244936,337326354682219265,10933017
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,59746000000000000000,4028091190657087982,10933089
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20116388928716020899,1356549148749871363,10933145
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8229421467073940587,549999999999999999,10933233
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,45473824300957315807,3034796670092877069,10933313
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18035956689718985979,1245791660538248428,10933524
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7987917292260444131,523898106969269359,10933729
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14068177114660077177,925219323150345977,10933797
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1996245592411674902,131498367623393867,10933838
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40000000000000000000,2637769833404421293,10933873
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2145233724958185956100,142417874318860069637,10933924
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40457417392832525923,2681795643779440375,10933993
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,22208232479458006376,1466245893426602929,10934005
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14978944492285774122,1000000000000000000,10934079
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21028448493454584194,1388371501920483091,10934106
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,22121070643056425447,1497512073557312176,10934223
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,230114331294510557269,15612589291444489588,10934259
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20590211050197491645,1396016585116532241,10934275
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14635618343542985635,1000451841111556235,10934431
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7280375513218605096,499999999999999999,10934460
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6812637001941854799,474962055867373859,10934491
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4841158607843192087,340986254689280247,10934566
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,43649963555145731953,2941128763607295823,10934740
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,41265077157610067610,2794380417376129917,10934778
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5812893152945377219,397038464871319020,10934850
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7000000000000000000,478121510403298044,10934861
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,752371403782640079,51529675056785622,10934909
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,230000000000000000000,15419140491273203040,10935138
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,103176693029811738431,6999999999999999999,10935297
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,73265677281789339044,4984281317391068352,10935395
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16095198389816665832,1097718197415076128,10935488
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2916022811414362989,199104349517140901,10935525
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,79816932588392732132,5418834861542068883,10935775
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40021739767460132043,2716278855270391392,10935911
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15050834980023279841,999999999999999999,10936538
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,172287036951329316954,11399999999999999999,10936581
0xD291328a6c202c5B18dCB24f279f69dE1E065f70,2991547448844114257,199407835217078432,10936632
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13928116590274862519,898954039791770873,10936831
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,32000000000000000000,2029147407986633910,10936939
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6000000000000000000,382545953058224260,10938002
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1563576007061579068,99702008173509019,10938074
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,157183430075023866806,10063201958652664476,10938244
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1000000000000000000000,62955817999597246878,10938304
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,199672998485390530117,12620777758278203972,10938369
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,200000000000000000000,12604281132347311972,10938910
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,48920680000000000000,3087690449058478652,10939065
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,101271948109212249133,6334060389687998044,10939556
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,22500836318379470308,1412027595152025360,10939901
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7170184973212475300,452938424956196179,10940250
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,704196543223583679951,44636597311314227578,10940339
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,285909209996402075045,19180523543203060863,10940897
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10000000000000000000,667735432692806202,10940937
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,216226784180476482935,14269146133120963722,10941029
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19991443626727724063,1316350222199241245,10941046
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15285517075132232266,999963496968050101,10941140
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20529912741060378508,1325428372275094414,10941281
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,59702248229202738797,3805494351891307408,10941398
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30997369594799049909,1999999999999999999,10941472
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3233627940096144388,201071915116118468,10942176
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16201486142692790611,1006541491589089976,10942230
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24717947535052098806,1531011861957983406,10942439
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,31525493641433592196794,2030000000000000000000,10942857
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,467393614370312491,29927174975844921,10943269
